Rank, Album Name, Rating, #votes, Popularity
1759, THE LEGEND OF HEROES "SORA NO KISEKI FC & SC" SUPER ARRANGE VERSION, 4.13, 12, 0.0547
1760, TV ANIMATION "HAIKYU!!" ORIGINAL SOUND TRACK 1, 4.27, 24, 0.0547
1761, Image Album Ys V Ushinawareta Suna no Miyako Kefin, 3.23, 11, 0.0545
1762, Nintendo DS Pokémon Black2 - White2 Super Music Complete, 4.16, 19, 0.0545
1763, Crush 40, 4.82, 11, 0.0545
1764, Split Theory, 4.23, 13, 0.0543
1765, Ryuusei no Rockman 1&2 Original Soundtrack, 3.73, 11, 0.0542
1766, Steins;Gate Original Soundtrack+Radio CD (Kari), 4.55, 11, 0.0541
1767, EXSERENS, 4.39, 14, 0.0539
1768, A/Z|aLIEz / SawanoHiroyuki[nZk] [Limited Edition], 4.38, 12, 0.0538
1769, DODONPACHI SAIDAIOUJOU ARRANGE ALBUM, 3.36, 11, 0.0535
1770, Kokoro vibration, 4.79, 12, 0.0534
1771, HAUNTED DANCEHALL, 3.89, 14, 0.0533
1772, SONIC THE HEDGEHOG 4 EPISODE I & II Original Soundtrack, 3.08, 19, 0.0532
1773, The Legend of Xanadu Super Arrange Version, 3.50, 13, 0.0532
1774, LEG VACUUM, 4.18, 11, 0.0530
1775, Metal Gear Rising: Revengeance Soundtrack, 3.27, 15, 0.0530
1776, Lost and Found : Shadow the Hedgehog Vocal Trax, 3.95, 11, 0.0528
1777, Akumajo Dracula -Odi et amo-, 3.46, 12, 0.0527
1778, Welcome to the Ballroom ORIGINAL SOUNDTRACK, 4.35, 23, 0.0520
1779, muchimuchipork! original sound track, 3.32, 11, 0.0519
1780, Sounds From The Lighthouse: Official BioShock 2 Score, 3.46, 13, 0.0517
1781, Star Ocean: The Second Story Fantasy MegaMix, 3.23, 13, 0.0517
1782, Da Banana Bunch: The Original Donkey Kong 64 Soundtrack, 3.38, 13, 0.0517
1783, Diablo III Collector's Edition Soundtrack, 3.77, 11, 0.0515
1784, TOKYO XANADU ORIGINAL SOUNDTRACK, 4.14, 11, 0.0514
1785, Mario Party 3 Original Soundtrack, 3.29, 14, 0.0514
1786, Castlevania: Symphony of the Night - Resurrection, 3.42, 12, 0.0514
1787, ALDNOAH.ZERO REARRANGE SOUNDTRACK, 4.43, 15, 0.0512
1788, TALES OF XILLIA2 Original Soundtrack, 3.41, 11, 0.0510
1789, BioShock Infinite Digital Soundtrack, 3.50, 12, 0.0508
1790, HALO 4 ORIGINAL SOUNDTRACK, 3.58, 12, 0.0505
1791, Devil May Cry 5 ORIGINAL SOUNDTRACK, 3.73, 11, 0.0504
1792, Seiken Densetsu RISE of MANA Original Soundtrack, 2.70, 15, 0.0501
1793, The Legend of Zelda: Majora's Mask Official Soundtrack, 4.04, 12, 0.0498
1794, Tsubasa Chronicle Original Soundtrack - Future Soundscape I, 4.09, 11, 0.0494
1795, Mega Man 2 Soundtrack: Beat The 8 Super Robots With 8 Bit Instrumental, 3.91, 11, 0.0493
1796, Zelda Sound Collection, 3.54, 14, 0.0492
1797, Rockman ZX Soundsketch "ZX Gigamix", 3.88, 12, 0.0491
1798, PERFECT COLLECTION BRANDISH, 3.09, 11, 0.0491
1799, Persona 4 soundtrack side a, 3.97, 15, 0.0489
1800, RED, 4.08, 12, 0.0487
1801, Heroes vs. Villains, 3.91, 16, 0.0487
1802, HIROYUKI SAWANO BEST OF SOUNDTRACK [emU] [Limited Edition], 4.38, 13, 0.0484
1803, Capcom vs. SNK Millennium Fight 2000 Original Soundtrack, 3.15, 13, 0.0483
1804, SHENMUE, 3.83, 12, 0.0483
1805, Rockman X Command Mission Original Soundtrack, 3.86, 11, 0.0481
1806, Crimson Blitz - LIGHTNING RETURNS:FINAL FANTASY XIII, 3.58, 12, 0.0481
1807, Blood on the Asphalt: A Super Street Fighter 2 Turbo ReMix Collaboration, 3.00, 19, 0.0473
1808, Medal of Honor original soundtrack recording, 4.27, 11, 0.0472
1809, X.U. | scaPEGoat / SawanoHiroyuki[nZk] [Limited Edition], 4.42, 13, 0.0466
1810, Monster Hunter Swing ~Big Band Jazz Arrange~, 3.45, 11, 0.0464
1811, TV ANIMATION "HAIKYU!!" ORIGINAL SOUND TRACK 2, 4.27, 22, 0.0462
1812, MARIO SPORTS CD: MARIO TENNIS GC & MARIO GOLF FAMILY TOUR THE BEST, 3.77, 11, 0.0462
1813, Sengoku BASARA -The Last Party- Ongaku Emaki ~Saraba, Tomo yo~, 4.58 (12), 0.0461
1814, o1 / SawanoHiroyuki[nZk], 4.68, 11, 0.0459
1815, 1080° Snow Boarding Original Sound Track, 2.77, 11, 0.0459
1816, ALDNOAH.ZERO ORIGINAL SOUNDTRACK 2, 4.18, 25, 0.0454
1817, MOBILE SUIT GUNDAM UNICORN ORIGINAL SOUNDTRACK 4, 4.40, 21, 0.0453
1818, BLUE REFLECTION OFFICIAL SOUNDTRACK, 4.64, 11, 0.0452
1819, DEVILMAN crybaby Original Soundtrack, 4.05, 11, 0.0451
1820, ALICE ORDER ORIGINAL SOUNDTRACK, 4.71, 19, 0.0450
1821, POP | CULTURE, 2.79, 12, 0.0442
1822, FINAL FANTASY XV Original Soundtrack, 3.65, 13, 0.0441
1823, Shadow the Hedgehog Original Soundtrax, 4.08, 13, 0.0440
1824, TRIPLE THREAT: SONIC HEROES VOCAL TRAX, 3.85, 13, 0.0439
1825, Sonic the Hedgehog: The Sound of Speed, 3.75, 14, 0.0439
1826, N7 Collector's Edition Soundtrack, 3.50, 11, 0.0437
1827, Speed Nation: The Original RR64 Soundtrack, 3.36, 11, 0.0427
1828, Seraph of the end ORIGINAL SOUNDTRACK, 4.37, 15, 0.0425
1829, KILL la KILL ORIGINAL SOUNDTRACK CD Vol.2, 4.47, 16, 0.0425
1830, SONIC ADVENTURE Original Soundtrack 20th Anniversary Edition, 4.64, 11, 0.0424
1831, DmC: Devil May Cry Noisia Soundtrack, 2.58, 12, 0.0424
1832, Teenage Mutant Ninja Turtles: Shell Shocked, 3.82, 11, 0.0420
1833, GRADIUS TRIBUTE, 2.50, 12, 0.0419
1834, Mega Man X: Maverick Rising, 4.00, 15, 0.0417
1835, Immortal 2, 3.68, 11, 0.0413
1836, THE LEGEND OF HEROES: SEN NO KISEKI II ORIGINAL SOUNDTRACK, 4.45, 11, 0.0413
1837, Mare Original Soundtrack, 4.72, 23, 0.0410
1838, Death Parade Blu-ray BOX Bonus Discs, 4.42, 19, 0.0407
1839, STREET FIGHTER X TEKKEN ORIGINAL SOUND TRACK, 3.09, 11, 0.0405
1840, Spectrum of Mana, 4.27, 11, 0.0404
1841, Shenmue Jukebox, 3.41, 11, 0.0403
1842, YAMANAIAME, 4.54, 12, 0.0400
1843, RIDGE LASER, 2.75, 12, 0.0399
1844, TV ANIMATION "HAIKYU!! THIRD SEASON" ORIGINAL SOUNDTRACK, 4.10, 24, 0.0399
1845, Portal 2: Songs to Test By Volume 2, 3.95, 11, 0.0398
1846, Grand Theft Auto: Vice City Official Soundtrack Box Set, 4.58, 12, 0.0390
1847, Distant Worlds III: more music from FINAL FANTASY, 3.82, 11, 0.0386
1848, PLAY! A VIDEO GAME SYMPHONY LIVE!, 2.71, 14, 0.0382
1849, FINAL FANTASY X-2 Vocal Collection PAINE, 2.27, 13, 0.0382
1850, Valhalla Knights -Eldar Saga- Original Soundtrack, 3.13, 12, 0.0381
1851, Solitude Blossom, 3.55, 11, 0.0374
1852, Blue Exorcist Plugless [Limited Edition], 4.64, 14, 0.0372
1853, DISSIDIA FINAL FANTASY -Arcade- ORIGINAL SOUNDTRACK, 3.03, 16, 0.0371
1854, BEFORE THE FALL: FINAL FANTASY XIV Original Soundtrack, 3.63, 12, 0.0370
1855, Over The Rainbow, 4.36, 11, 0.0369
1856, Sonic the Hedgehog 2: Hedgehog Heaven, 3.54, 12, 0.0369
1857, THE LEGEND OF ZELDA BREATH OF THE WILD SOUND SELECTION, 3.25, 16, 0.0366
1858, Seraph of the end: Battle in Nagoya ORIGINAL SOUNDTRACK, 4.38, 13, 0.0364
1859, narrative/NOISEofRAIN / SawanoHiroyuki[nZk], 4.41, 17, 0.0362
1860, Dione Aggregation, 4.00, 11, 0.0361
1861, ROCKMAN HOLIC ~the 25th Anniversary~, 3.82, 11, 0.0355
1862, TV animation Gigantic Formula Original Sound Track Vol.1, 4.89, 14, 0.0353
1863, TV animation Gigantic Formula Original Sound Track Vol.2, 4.83, 12, 0.0353
1864, DECADE OF EXPOSE, 3.23, 11, 0.0350
1865, ZELDA Triforce Trilogy, 3.90, 15, 0.0345
1866, Triangle Original Soundtrack, 4.98, 22, 0.0334
1867, KILL la KILL REARRANGE & REMIX SOUNDTRACK CD, 3.87, 15, 0.0333
1868, GUILTY CROWN SOUNDTRACK ANOTHER SIDE 01, 4.42, 12, 0.0332
1869, GRADIUS house ReMix, 2.35, 13, 0.0331
1870, Death Parade Original Soundtrack Digest Edition, 3.75, 22, 0.0325
1871, PLATINA DATA Original Soundtrack, 4.95, 11, 0.0324
1872, Donkey Kong Country 3: Double the Trouble!, 3.21, 12, 0.0323
1873, We Are Error, 4.23, 11, 0.0320
1874, The Seven Deadly Sins ORIGINAL SOUNDTRACK 2, 4.28, 16, 0.0320
1875, Shin Megami Tensei: Persona 3 Original Soundtrack, 3.41, 11, 0.0310
1876, Attack on Titan -Guren no Yumiya- Original sound track, 4.29, 12, 0.0308
1877, Thunderbolt Fantasy Sword seekers Original Soundtrack, 4.75, 18, 0.0305
1878, Denpa Ningen no RPG Original Soundtrack, 2.54, 12, 0.0304
1879, TALES OF THE TEMPEST Original Soundtrack, 3.14, 11, 0.0296
1880, Dragon Quest Best Dance Mix, 2.17, 12, 0.0292
1881, KIZNAIVER ORIGINAL SOUNDTRACK 02, 4.19, 18, 0.0291
1882, KIZNAIVER ORIGINAL SOUNDTRACK 01, 4.36, 18, 0.0289
1883, R∃/MEMBER / SawanoHiroyuki[nZk], 4.86, 14, 0.0288
1884, GUILTY CROWN SOUNDTRACK ANOTHER SIDE 02, 4.46, 12, 0.0283
1885, Best of the Best, Volume I, 2.77 (13), 0.0281
1886, UnChild / SawanoHiroyuki[nZk]:Aimer, 4.54, 14, 0.0281
1887, THE KING OF SOUNDTRACKS '94-XIII, 4.36, 11, 0.0281
1888, Junji Ito Collection ORIGINAL SOUNDTRACK, 4.27, 11, 0.0278
1889, SONIC ADVENTURE 2 Original Soundtrack 20th Anniversary Edition, 4.14, 11, 0.0278
1890, ZOMBIE-LOAN ORIGINAL SOUNDTRACK, 4.77, 13, 0.0277
1891, TV Animation "Sengoku BASARA Ni" Ongaku Emaki Ni ~Ransei, Futatabi!~, 4.63 (12), 0.0276
1892, Kirakira☆Precure à la Mode Original Soundtrack 2: Precure♡Sound♡Go Round!!, 4.24, 19, 0.0273
1893, MOBILE SUIT GUNDAM NARRATIVE ORIGINAL SOUNDTRACK, 4.43, 21, 0.0269
1894, SONIC Adventure REMIX, 3.50, 12, 0.0259
1895, GUILTY CROWN SOUNDTRACK ANOTHER SIDE 03, 4.42, 12, 0.0255
1896, Blood Lad O.S.T. 1, 4.17, 18, 0.0254
1897, TV ANIMATION MY HERO ACADEMIA 2nd ORIGINAL SOUND TRACK, 4.26, 21, 0.0239
1898, TV ANIMATION ROBOTICS;NOTES ORIGINAL SOUNDTRACK, 4.13, 19, 0.0233
1899, Konami Game Music Remix Series Vol.1 Dracula X Remixies, 1.77, 13, 0.0230
1900, Blood Lad O.S.T. 2, 4.29, 17, 0.0227
1901, musica / Hiroyuki Sawano, 4.75, 16, 0.0224
1902, STREETS OF RAGE, 4.36, 11, 0.0224
1903, GUILTY CROWN COMPLETE SOUNDTRACK, 4.75, 14, 0.0216
1904, Boku dake ga Inai Machi Original Soundtrack, 4.64, 14, 0.0214
1905, BLUE EXORCIST Kyoto Saga Original Soundtrack, 4.08, 13, 0.0207
1906, ROBOTICS;NOTES Vol.8 Bonus CD, 4.50, 15, 0.0201
1907, BOSS ORIGINAL SOUNDTRACK, 4.98, 22, 0.0200
1908, Classroom☆Crisis Original Soundtrack, 3.93, 22, 0.0192
1909, GUNDAM BUILD FIGHTERS TRY ORIGINAL SOUNDTRACK 01, 4.08, 19, 0.0186
1910, TV ANIMATION RUN WITH THE WIND ORIGINAL SOUNDTRACK, 3.93, 14, 0.0185
1911, ROBOTICS;NOTES Vol.3 Bonus CD, 4.36, 14, 0.0176
1912, TV ANIMATION "HAIKYU!! SECOND SEASON" ORIGINAL SOUNDTRACK 2, 4.79, 17, 0.0174
1913, TV ANIMATION "HAIKYU!! SECOND SEASON" ORIGINAL SOUNDTRACK 1, 4.50, 20, 0.0172
1914, DRAMAtical Murder SPECIAL CDs, 4.18, 17, 0.0165
1915, SOUL EATER NOT! NOTri! CD5 ~ BGM Collection Part1, 4.77, 13, 0.0159
1916, SOUL EATER NOT! NOTri! CD6 ~ BGM Collection Part2, 4.77, 13, 0.0159
1917, A Song to the Sun ORIGINAL SOUNDTRACK, 4.95, 11, 0.0155
1918, KODOKU NO KAKE -itoshiki hitoyo- Original Soundtrack, 5.00, 11, 0.0152
1919, SOUL EATER NOT! ORIGINAL SOUNDTRACK SELECTION, 4.00, 17, 0.0138
1920, DIABOLIK LOVERS MORE,BLOOD I Bonus CD, 5.00 (14), 0.0136
1921, MY HERO ACADEMIA 2018 Original Soundtrack, 3.88, 12, 0.0136
1922, 2V-ALK / SawanoHiroyuki[nZk], 4.29, 12, 0.0136
1923, KABANERI OF THE IRON FORTRESS COMPLETE SOUNDTRACK, 4.13, 16, 0.0136
1924, TRICKSTER -Edogawa Ranpo "Shounen Tanteidan" yori- ORIGINAL SOUNDTRACK, 4.06, 18, 0.0126
1925, 2V-ALK / SawanoHiroyuki[nZk] [Limited Edition], 4.25, 12, 0.0125
1926, PROMARE ORIGINAL SOUNDTRACK, 4.86, 11, 0.0123
1927, Xenoblade Chronicles X Soundtrack Selection, 1.50, 14, 0.0091
1928, ONE PIECE FILM GOLD Original Soundtrack, 4.12, 17, 0.0087
1929, Music Inspired By Final Fantasy, 1.54, 12, 0.0087
1930, DIABOLIK LOVERS Vol.4 Bonus CD, 4.10, 15, 0.0077
1931, GUNDAM BUILD FIGHTERS TRY ORIGINAL SOUNDTRACK 02, 4.41, 16, 0.0063
1932, GUNDAM BUILD FIGHTERS TRY ORIGINAL SOUNDTRACK 02, 4.13, 16, 0.0046
1933, DIVE!! Original Soundtrack (Special Edition), 3.77, 11, 0.0044
1934, Ao Haru Ride Original Soundtrack, 4.29, 14, 0.0043
1935, Kirakira☆Precure à la Mode Original Soundtrack 1: Precure☆Sound☆Decoration!!, 4.33, 15, 0.0040
1936, The Best of Final Fantasy 1994-1999: A Musical Tribute, 1.00, 11, 0.0034
1937, SQUARE ENIX MUSiC SAMPLER CD Vol.10, 4.58, 13, 0.0029
1938, DIABOLIK LOVERS Vol.1 Bonus CD, 3.80, 15, 0.0006
1939, Eiga Kirakira☆Precure à la Mode Paris-tto! Omoide no Mille-feuille! Original Soundtrack, 4.50, 13, 0.0006
1940, Eiga Precure Dream Stars! Original✿Soundtrack, 4.10, 15, 0.0006
1941, DIABOLIK LOVERS, 4.04, 14, 0.0006
1942, nightmare, 4.31, 13, 0.0006
1943, DIVE!! Original Soundtrack & Original Drama CD, 5.00, 11, 0.0006
1944, Haikyu!! SPECIAL DISC VOL. 01, 4.31, 13, 0.0006
1945, Haikyu!! SPECIAL DISC VOL. 02, 4.31, 13, 0.0006
1946, Haikyu!! SPECIAL DISC VOL. 03, 4.31, 13, 0.0006
1947, Haikyu!! SPECIAL DISC VOL. 04, 4.31, 13, 0.0006
1948, Haikyu!! SPECIAL DISC VOL. 05, 4.31, 13, 0.0006
1949, Haikyu!! SPECIAL DISC VOL. 06, 5.00, 11, 0.0006
1950, Haikyu!! SPECIAL DISC VOL. 07, 4.04, 14, 0.0006
1951, Haikyu!! SPECIAL DISC VOL. 08, 4.31, 13, 0.0006
1952, Haikyu!! SPECIAL DISC VOL. 09, 4.31, 13, 0.0006
